name,institution,scholarship_level,match_status,lattes_code,lattes_name,public_lattes_id,lattes_url,photo_url,last_updated,orcid,summary,full_cv_text_length,looks_like_full_cv,blocked_or_invalid,sections_count,detail_json_path,raw_html_path,raw_text_path,error
Ezequiel Roberto Zorzal,UNIFESP,PQ-C,matched,K4739978Y0,Ezequiel Roberto Zorzal,3683706649252319,http://lattes.cnpq.br/3683706649252319,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4739978Y0,12/05/2026,https://orcid.org/0000-0002-0938-7374,,100682,True,False,14,scrape_results/lattes_full/20260526_212601/raw/K4739978Y0_Ezequiel_Roberto_Zorzal/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4739978Y0_Ezequiel_Roberto_Zorzal/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4739978Y0_Ezequiel_Roberto_Zorzal/full_cv.txt,
Fabiano Cutigi Ferrari,UFSCAR,PQ-C,matched,K4757383J6,Fabiano Cutigi Ferrari,3154345471250570,http://lattes.cnpq.br/3154345471250570,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4757383J6,23/02/2026,,"É Bacharel em Informática (2005) e Doutor em Ciências de Computação e Matemática Computacional (2010), ambos pelo Instituto de Ciências Matemáticas e de Computação da Universidade de São Paulo (ICMC/USP). Em seu doutorado, foi orientado pelo Prof. José Carlos Maldonado e realizou estágio entre 2007 e 2008 na Universidade de Lancaster (Reino Unido) sob orientação do Prof. Awais Rashid. Desde 2011, é Professor do Departamento de Computação na Universidade Federal de São Carlos (atualmente Professor Associado 3). Realizou Pós-Doutorado na Universidade George Mason (EUA) sob supervisão do Prof. Jeff Offutt entre 2017 e 2018. Orienta alunos de graduação (Iniciação Científica) e pós-graduação (Mestrado e Doutorado), com ênfase em Engenharia de Software, atuando principalmente nos seguintes temas: teste de software, teste de mutação, desenvolvimento de sistemas adaptativos, desenvolvimento de aplicações para cidades inteligentes, revisão sistemática da literatura, gestão do conhecimento, e gamificação em Engenharia de Software. (Texto informado pelo autor)",158924,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4757383J6_Fabiano_Cutigi_Ferrari/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4757383J6_Fabiano_Cutigi_Ferrari/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4757383J6_Fabiano_Cutigi_Ferrari/full_cv.txt,
Fabiano Passuelo Hessel,PUCRS,PQ-C,matched,K4728802T7,Fabiano Passuelo Hessel,4842733764531027,http://lattes.cnpq.br/4842733764531027,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4728802T7,22/08/2025,https://orcid.org/0000-0002-5473-9199,"Fabiano Hessel é professor titular da Escola Politécnica da PUCRS, Pesquisador do CNPq. Prof. Hessel é PhD pela Universidade Joseph-Fourier (Grenoble-França), atuou junto a Pró-reitoria de Pesquisa, Desenvolvimento e Inovação da PUCRS como assessor da Diretoria de Inovação, foi coordenador do Centro de Pesquisa e Inovação em Cidades Inteligentes da PUCRS e coordenador do comitê de assessoramento da FAPERGS para as áreas de Matemática, Estatística e Computação. É o líder do Grupo de Sistemas Embarcados e faz parte do grupo de interesse em IoT e SmartCities da IEEE. Foi editor associado da ACM TECS (Transaction on Embedded Computing Systems), General Chair, Program Chair e membro do comitê de programa de várias conferências da IEEE e ACM, além de revisor de artigos para diferentes periódicos. Prof. Hessel é o representante para o Brasil e América Latina do ISQED (International Symposium on Quality Electronic Design) e possui várias publicações em diferentes conferências e periódicos renomados na área. Seus interesses de pesquisa incluem sistemas embarcados, IoT e Sustainable+SmartCities. (Texto informado pelo autor)",209013,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4728802T7_Fabiano_Passuelo_Hessel/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4728802T7_Fabiano_Passuelo_Hessel/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4728802T7_Fabiano_Passuelo_Hessel/full_cv.txt,
Fabio Andre Machado Porto,LNCC,PQ-C,matched,K4761631D9,Fabio Andre Machado Porto,6418711808050575,http://lattes.cnpq.br/6418711808050575,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4761631D9,26/03/2026,https://orcid.org/0000-0002-4597-4832,"Pesquisador Senior do Laboratório Nacional de Computação Científica (LNCC). Coordena o laboratório Data Extreme Lab (DEXL) onde desenvolve pesquisa na fronteira entre Gerenciamento de Dados, Aprendizado de máquina e Inteligência Artificial. Foi contemplado com uma Cátedra Internacional pelo Instituto Francês de Pesquisa Digital (INRIA), no período entre 2024 e 2028. Participa como especialista no consórcio Global Partnership on AI (GPAI). Exerceu um período como Professor Pesquisador Visitante na Universidade Nacional de Cingapura (NUS), entre Março e Junho de 2020. Antes de assumir a posição no LNCC, foi posdoc na Ecole Polytechnique Federal de Lausanne (EPFL), entre 2004 e 2008. Bacharel em Matemática Modalidade Informática pela Universidade do Estado do Rio de Janeiro (1987), Mestrado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro (1996) e Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro (2001), com período sanduíche no INRIA-Rocquencourt. É membro da ACM e SBC.Participa ou participou do comitê de programa das conferências VLDB, SIGMOD e SBBD. Foi Coordenador Geral do SBBD 2015 e Coordenador Geral da 44 International Conference on Very Large Data Bases, em 2018, no Rio de Janeiro. Fabio Porto foi membro do Comitê Diretivo do SBBD e presidente deste mesmo comitê no período 2020-2021. (Texto informado pelo autor)",192378,True,False,14,scrape_results/lattes_full/20260526_212601/raw/K4761631D9_Fabio_Andre_Machado_Porto/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4761631D9_Fabio_Andre_Machado_Porto/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4761631D9_Fabio_Andre_Machado_Porto/full_cv.txt,
Fabio Gagliardi Cozman,USP,PQ-1C,matched,K4797179E9,Fabio Gagliardi Cozman,2763982530162198,http://lattes.cnpq.br/2763982530162198,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4797179E9,13/02/2025,https://orcid.org/0000-0003-4077-4935,"é Professor Titular da Escola Politécnica da Universidade de São Paulo (Dept. Engenharia Mecatrônica) desde 2007, tendo ingressado na Escola Politécnica em 1990. Possui graduação em Engenharia Elétrica Modalidade Eletrônica pela Universidade de São Paulo (1989), mestrado em Engenharia pela Universidade de São Paulo (1991), Phd pela Carnegie Mellon University (1997), Livre-docência pela Universidade de São Paulo (2003). É diretor do Centro de Inteligência Artificial USP/IBM/FAPESP (c4ai.inova.usp.br). Foi coordenador da comissão de inteligência artificial da SBC, Associate Editor do Int. Journal on Approximate Reasoning, Associate Editor do Artificial Intelligence Journal, e Associate Editor do Journal of Artificial Intelligence Research, bem como Area Chair da Int. Joint Conf. on Artificial Intelligence e Program Chair da Conf. on Uncertainty in Artificial Intelligence. Pesquisas focam em aprendizado de máquina e processos de decisão sob incerteza, incluindo representação de conhecimento e aprendizado (tópicos: inteligência artificial, redes bayesianas, conjuntos de probabilidade, modelos estatísticos gráficos). Pesquisador associado do Inova USP, foi chefe de departamento de Engenharia Mecatrônica e Sistemas Mecânicos e presidiu a comissão de graduação da Escola Politécnica. (Texto informado pelo autor)",297237,True,False,12,scrape_results/lattes_full/20260526_212601/raw/K4797179E9_Fabio_Gagliardi_Cozman/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4797179E9_Fabio_Gagliardi_Cozman/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4797179E9_Fabio_Gagliardi_Cozman/full_cv.txt,
Fábio Happ Botler,UFRJ,PQ-2,matched,K4262911D9,Fábio Happ Botler,8154171198308578,http://lattes.cnpq.br/8154171198308578,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4262911D9,12/03/2026,https://orcid.org/0000-0003-2028-199X,"Possui graduação e mestrado em Matemática pela Universidade Federal de Pernambuco (2011), doutorado em Ciência da Computação pela Universidade de São Paulo (2016), durante o qual fez estágio de pesquisa na West Virginia University - EUA (2014), e pós-doutorados na Universidade Estadual de Campinas (2016), Universidad de Chile (2017), e Universidad de Valparaíso (2018). Tem experiência na área de Matemática, com ênfase em Teoria dos Grafos e Combinatória. Entre 2018 e 2024 foi professor no Programa de Engenheria de Sistemas e Computação (PESC/COPPE), na Universidade Federal do Rio de Janeiro, no qual recebeu bolsa de Jovem Cientista do Nosso Estado (FAPERJ) desde 2022. Atualmente é professor no Departamento de Ciência da Computação no Instituto de Matemática e Estatística da Universidade de São Paulo. (Texto informado pelo autor)",55092,True,False,12,scrape_results/lattes_full/20260526_212601/raw/K4262911D9_F_bio_Happ_Botler/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4262911D9_F_bio_Happ_Botler/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4262911D9_F_bio_Happ_Botler/full_cv.txt,
Fabio Kon,USP,PQ-1C,matched,K4798026U1,Fabio Kon,2342739419247924,http://lattes.cnpq.br/2342739419247924,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4798026U1,12/03/2026,https://orcid.org/0000-0003-3888-7340,"Possui graduação em Ciência da Computação pela USP (1990) e em Música (Percussão) pela UNESP (1992). PhD em Ciência da Computação pela University Of Illinois At Urbana-Champaign (2000), atualmente, é Professor Titular da Universidade de São Paulo. Tem 30 anos de experiência em Desenvolvimento de Software e, atualmente, conduz pesquisas nas áreas de Sistemas de Software, Ciência de Dados e Cidades Inteligentes. Fabio é Distinguished Scientist da ACM e Editor-in-Chief Emeritus do SpringerNature Journal of Internet Services and Applications. Foi coordenador do INCT da Internet do Futuro para Cidades Inteligentes, diretor internacional da Open Source Initiative (http://www.opensource.org) e Diretor do Centro de Competência em Software Livre (http://ccsl.ime.usp.br) do IME/USP. Foi Coordenador-Adjunto de Pesquisa para Inovação e de Ciências Exatas e Engenharia da FAPESP e avaliador de propostas altamente inovadoras do programa Horizon 2020 da European Commission. Em 2014, foi Professor Visitante em Technion, Israel, onde pesquisou Inovação, Empreendedorismo e Ecossistemas de Startups e, em 2018/2019, foi Professor Visitante no MIT, onde desenvolveu pesquisas na área de Cidades inteligentes. Atualmente, é membro do Conselho da SBC e Editor Associado da revista Communications of the ACM. (Texto informado pelo autor)",195980,True,False,12,scrape_results/lattes_full/20260526_212601/raw/K4798026U1_Fabio_Kon/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4798026U1_Fabio_Kon/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4798026U1_Fabio_Kon/full_cv.txt,
Fabio Luciano Verdi,UFSCAR,PQ-2,matched,K4761267U6,Fabio Luciano Verdi,9143186843657940,http://lattes.cnpq.br/9143186843657940,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4761267U6,04/05/2026,https://orcid.org/0000-0002-5455-8910,"Possui graduação em Informática pela Universidade Reg. do Noroeste do Est. do RGS (1999), mestrado em Ciência da Computação (2002), doutorado em Engenharia Elétrica área de concentração Engenharia de Computação (2006) ambos pela Universidade Estadual de Campinas (Unicamp). Possui também pós-doutorado (2009) pela Unicamp. Atualmente é Prof. Associado no Departamento de Ciência da Computação da UFSCar, campus Sorocaba e Coordenador pela segunda vez do Programa de Pós-graduação em Ciência da Computação da UFSCar-Sorocaba. Tem atuado principalmente nos seguintes temas: Internet do Futuro, Data Centers, Cloud Computing, Roteamento, SDN, Network Programmability, Monitoramento. (Texto informado pelo autor)",158788,True,False,14,scrape_results/lattes_full/20260526_212601/raw/K4761267U6_Fabio_Luciano_Verdi/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4761267U6_Fabio_Luciano_Verdi/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4761267U6_Fabio_Luciano_Verdi/full_cv.txt,
Fábio Protti,UFF,PQ-A,matched,K4782188T4,Fábio Protti,5898801580033554,http://lattes.cnpq.br/5898801580033554,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4782188T4,11/12/2025,,"Possui graduação em Ciência da Computação pela Universidade de São Paulo (1986), mestrado em Engenharia de Sistemas e Computação pela Universidade Federal do Rio de Janeiro (1993) e doutorado em Engenharia de Sistemas e Computação pela Universidade Federal do Rio de Janeiro (1998). Atualmente é Professor Titular do Instituto de Computação da Universidade Federal Fluminense e Docente da Pós-Graduação em Computação. Tem experiência nas áreas de Teoria de Grafos, Análise de Algoritmos e Complexidade de Computação. Foi membro do Comitê Assessor (Ciência da Computação) do CNPq de novembro de 2016 a junho de 2019. Exerceu a função de Coordenador da Área de Computação da FAPERJ de janeiro de 2016 a julho de 2018. Foi contemplado pelo Programa Cientista do Nosso Estado da FAPERJ em 2012, 2016 e 2021. Membro do Comitê Gestor da Comissão Especial em Algoritmos, Combinatória e Otimização da SBC, de 2019 a 2023. (Texto informado pelo autor)",211311,True,False,11,scrape_results/lattes_full/20260526_212601/raw/K4782188T4_F_bio_Protti/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4782188T4_F_bio_Protti/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4782188T4_F_bio_Protti/full_cv.txt,
Fabio Queda Bueno da Silva,UFPE,PQ-2,matched,K4781725E7,Fabio Queda Bueno da Silva,6381755382123529,http://lattes.cnpq.br/6381755382123529,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4781725E7,30/09/2025,,"Prof. Fabio Q. B. da Silva, possui graduação em Ciência da Computação pela Universidade de Campinas (1987). É PhD em Ciência da Computação pelo Laboratory for Foundations of Computer Science, University of Edinburgh, Escócia (1992). Possui pós-doutorado na Universidade de Toronto, Canadá, na área de engenharia de software (2011-2012). Entre 2016-2017 e 2019-2020, trabalhou como Senior Visiting Research Scientist na University of Maryland Baltimore County, Estados Unidos. É Professor Titular do Centro de Informática da UFPE, onde trabalha desde 1993. Participa como revisor de diversas revistas internacionais, incluindo IEEE Software, IEEE Transactions on Software Engineering, Empirical Software Engineering Journal, Information and Software Technology Journal, Journal of Systems and Software, e Journal of Computer Standards Interface. Suas áreas de pesquisa, ensino e consultoria incluem fatores humanos na engenharia de software, equipes e projetos de software, gestão da inovação, pensamento de futuro e foresight, sistemas locais e nacionais de inovação, e empreendedorismo. Tem vasta experiência no planejamento e implantação de projetos de arranjos produtivos locais (APL), tendo sido o coordenador do projeto de APL do Estado de Pernambuco, consultor de planejamento estratégico do APL de Tecnologias da Informação de Maceió-AL e de Viçosa-MG, do projeto de Centros Tecnológicos de Pernambuco e um dos criadores do Parque Tecnológico Porto Digital de Recife. Foi Presidente do Instituto Tecnológico de Pernambuco (1999-2001); Associado Fundador e Diretor Presidente do Núcleo de Gestão do Porto Digital (2001-2003), fundador do Centro de Estudos e Sistema Avançados do Recife C.E.S.A.R, do qual for Diretor Financeiro (1996-1998) e Diretor Presidente (2013-2014). Prof. Fabio Silva é um Foresight Practitioner certificado pelo Institute for the Future (2015). (Texto informado pelo autor)",249837,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4781725E7_Fabio_Queda_Bueno_da_Silva/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4781725E7_Fabio_Queda_Bueno_da_Silva/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4781725E7_Fabio_Queda_Bueno_da_Silva/full_cv.txt,
Fabio Ribeiro Cerqueira,UFF,PQ-C,matched,K4768564H2,Fabio Ribeiro Cerqueira,2788549078021456,http://lattes.cnpq.br/2788549078021456,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4768564H2,05/02/2026,https://orcid.org/0000-0003-1325-2592,"Possui graduação em ciência da computação pela Universidade Federal de Viçosa, 1996. Obteve seu mestrado também em ciência da computação pela UNICAMP, 1999, completando a primeira dissertação no Brasil em montagem de fragmentos de DNA. Em 2006, completou um curso de especialização em bioinformática na Universidade de Lisboa, ingressando a seguir no doutoramento. Obteve o grau de doutor (modalidade European Doctorate) em Informática Biomédica pela University for Health Sciences, Medical Informatics and Technology, Hall in Tyrol, Austria, 2010. De julho a agosto de 2008, integrou o grupo de biologia sistêmica do Instituto Pasteur, Paris, como pesquisador visitante para desenvolver estudos em proteômica. De agosto de 2012 a julho de 2013 realizou um pós-doutorado no LNCC em mineração de dados aplicada a ORFs curtas em bactérias. (Texto informado pelo autor)",140293,True,False,14,scrape_results/lattes_full/20260526_212601/raw/K4768564H2_Fabio_Ribeiro_Cerqueira/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4768564H2_Fabio_Ribeiro_Cerqueira/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4768564H2_Fabio_Ribeiro_Cerqueira/full_cv.txt,
Fabricia Carneiro Roos Frantz,UNIJUI,PQ-2,matched,K4737289E8,Fabricia Carneiro Roos Frantz,6392597835724138,http://lattes.cnpq.br/6392597835724138,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4737289E8,14/05/2026,https://orcid.org/0000-0001-9514-6560,"Doutora em Engenharia de Software pela Universidade de Sevilla (Sevilla, Espanha) no ano de 2012, com menção de Doutoramento Europeu. Possui mestrado em Ciência da Computação pela Universidade Federal de Santa Catarina (2003) e graduação em Ciência da Computação pela Universidade Federal de Pelotas (2000). Atualmente é professora permanente do Programa de Pós-Graduação em Modelagem Matemática e Computacional da Universidade Regional do Noroeste do Estado do Rio Grande do Sul (UNIJUI) e membro do Grupo de Pesquisa em Computação Aplicada (GCA), UNIJUI. Possui experiência profissional como analista de sistemas de software entre os anos 2005-2006 na Empresa Brasileira de Correios e Telégrafos (ECT), na cidade de Porto Alegre (RS, Brasil). Mais informações sobre suas atividades podem ser encontradas em: http://www.gca.unijui.edu.br (Texto informado pelo autor)",163155,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4737289E8_Fabricia_Carneiro_Roos_Frantz/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4737289E8_Fabricia_Carneiro_Roos_Frantz/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4737289E8_Fabricia_Carneiro_Roos_Frantz/full_cv.txt,
Fabrício Aguiar Silva,UFV,PQ-C,matched,K4777346Z6,Fabrício Aguiar Silva,4039841663043863,http://lattes.cnpq.br/4039841663043863,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4777346Z6,23/05/2026,https://orcid.org/0000-0002-0713-0583,"Fabrício A. Silva é doutor (2015), mestre (2006) e bacharel (2004) em Ciência da Computação pela UFMG. Durante a graduação e mestrado, trabalhou em projetos de pesquisa na área de redes de sensores sem fio. Entre 2006 e 2010, trabalhou em uma Startup desenvolvendo projetos inovadores na área de processamento de linguagem natural e aprendizado de máquina. Desde 2010 é professor na UFV-Campus Florestal. Em 2015, obteve o grau de doutor, tendo desenvolvido sua tese na área de redes veiculares. Durante o doutorado, atuou como pesquisador visitante na Universidade de Ottawa, Canadá, sob a orientação do professor Azzedine Boukerche. Sua tese foi escolhida como a segunda melhor do Brasil no Concurso de Teses e Dissertações da Sociedade Brasileira de Computação. Atualmente, tem atuado em projetos de pesquisa e desenvolvimento nas áreas de inteligência artificial aplicada e sistemas distribuídos. (Texto informado pelo autor)",201817,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4777346Z6_Fabr_cio_Aguiar_Silva/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4777346Z6_Fabr_cio_Aguiar_Silva/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4777346Z6_Fabr_cio_Aguiar_Silva/full_cv.txt,
Fabrício Benevenuto de Souza,UFMG,PQ-1D,matched,K4770829J0,Fabrício Benevenuto de Souza,7014991384513854,http://lattes.cnpq.br/7014991384513854,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4770829J0,16/04/2026,https://orcid.org/0000-0001-6875-6259,"Fabrício Benevenuto é professor associado do Departamento de Ciência da Computação da Universidade Federal de Minas Gerais (UFMG), desde 2012. Ele obteve seu doutorado em Ciência da Computação pela UFMG em 2010 e foi vencedor do prêmio Capes de Teses, edição 2011. Fabrício foi pesquisador visitante no HP research Labs em Palo Alto/CA e no Instituto Max Planck na Alemanha e ocupou o cargo de professor adjunto no departamento de Ciência da computação da Universidade Federal de Ouro Preto por dois anos, onde coordenou o programa de pós-graduação. Seus projetos atuais focam em combater desinformação e em identificar comportamento odioso e divisível em plataformas digitais. Sua pesquisa produziu mais de 180 artigos científicos em periódicos e conferências. Fabrício já formou diversos doutores e mestres. Seus artigos são amplamente citados (mais de 21000 citações e h-index 65), premiados (incluindo o test-of-time award do ICWSM'20), e destacados nos principais veículos de imprensa nacionais e internacionais. Fabrício foi membro afiliado da Academia Brasileira de Ciências (de 2013 a 2017) e recebeu a prestigiosa bolsa de pesquisador sênior da Fundação Humboldt/Capes, através da qual foi professor visitante no Instituto Max Planck (2017 a 2018). Fabrício publicou em 2018 um artigo de opinião no jornal The New York Times, responsável por provocar uma série de mudanças no WhatsApp com potencial de reduzir o impacto de campanhas de desinformação nessa plataforma. Fabrício foi membro do conselho consultivo de segurança do TikTok de 2021 a 2025 e coordenou o projeto Eleições sem Fake, vinculado ao Programa Permanente de Enfrentamento à Desinformação do Tribunal Superior Eleitoral. (Texto informado pelo autor)",208521,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4770829J0_Fabr_cio_Benevenuto_de_Souza/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4770829J0_Fabr_cio_Benevenuto_de_Souza/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4770829J0_Fabr_cio_Benevenuto_de_Souza/full_cv.txt,
Fabrício Enembreck,PUC/PR,PQ-2,matched,K4761440Y8,Fabrício Enembreck,0572649289828640,http://lattes.cnpq.br/0572649289828640,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4761440Y8,26/05/2026,https://orcid.org/0000-0002-1418-3245,"É Bacharel em Informática pela Universidade Estadual de Ponta Grossa (1997), mestre em Informática Aplicada pela Pontifícia Universidade Católica do Paraná (1999) e doutor em Tecnologias da Informação e de Sistemas - Universite de Technologie de Compiegne (2003). Atualmente é professor titular da Pontifícia Universidade Católica do Paraná e pesquisador do Programa de Pós-Graduação em Informática da PUCPR, onde orienta trabalhos de mestrado e doutorado. Tem experiência na área de Ciência da Computação, com ênfase em Arquitetura de Sistemas de Computação, atuando principalmente nos seguintes temas: inteligência artificial distribuída, sistemas multi-agente, agentes adaptativos, recuperação de informação, aprendizagem de máquina. (Texto informado pelo autor)",182073,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4761440Y8_Fabr_cio_Enembreck/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4761440Y8_Fabr_cio_Enembreck/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4761440Y8_Fabr_cio_Enembreck/full_cv.txt,
Fabricio Olivetti de França,UFABC,PQ-2,matched,K4719554E8,Fabricio Olivetti de França,8788356220698686,http://lattes.cnpq.br/8788356220698686,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4719554E8,24/05/2026,,"Possui graduação em Engenharia Elétrica com ênfase em Computação pela Universidade Católica de Santos Unisantos (1998-2002), mestrado e doutorado em Engenharia Elétrica, área de concentração Computação, pela Universidade Estadual de Campinas Unicamp (20032010). Atualmente é Professor Associado na Universidade Federal do ABC, lotado no Centro de Matemática, Computação e Cognição e na Pós-Graduação em Ciência da Computação. Tem experiência na área de Inteligência Artificial, Aprendizado de Máquina e Análise de Regressão. Trabalha atualmente nos seguintes temas: regressão simbólica, programação genética, síntese de programas, e otimização multimodal. (Texto informado pelo autor)",89709,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4719554E8_Fabricio_Olivetti_de_Fran_a/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4719554E8_Fabricio_Olivetti_de_Fran_a/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4719554E8_Fabricio_Olivetti_de_Fran_a/full_cv.txt,
Fabricio Siqueira Benevides,UFC,PQ-C,matched,K4713901T3,Fabricio Siqueira Benevides,4695081445531168,http://lattes.cnpq.br/4695081445531168,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4713901T3,09/04/2026,,"É Professor Associado da Universidade Federal do Ceará (UFC), tendo ingressado como professor da mesma em 2011. Possui graduação em Ciências da Computação pela Universidade Federal do Ceará (2004), mestrado em Ciências da Computação pela Universidade de São Paulo (2007) e doutorado em Mathematics - University of Memphis (2011), sob orientação de Bela Bollobas. Foi bolsista posdoutorado junior cnpq da Universidade Federal do Ceará (2011). Foi bolsista de posdoutorado no INRIA Sophia Antipolis, França (2020). É bolsista de produtividade PQ2 do CNPq desde 2016. Tem experiência na área de Combinatória. É membro do comitê organizador da Olimpíada Brasileira de Matemática. Coordenador do curso de Bacharelado em Matemática da UFC (desde março/2022). Foi Membro Afiliado da Academia Brasileira de Ciências. (Texto informado pelo autor)",36171,True,False,12,scrape_results/lattes_full/20260526_212601/raw/K4713901T3_Fabricio_Siqueira_Benevides/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4713901T3_Fabricio_Siqueira_Benevides/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4713901T3_Fabricio_Siqueira_Benevides/full_cv.txt,
Fabrízzio Alphonsus Alves de Melo Nunes Soares,UFG,PQ-C,matched,K4739327A2,Fabrízzio Alphonsus Alves de Melo Nunes Soares,7206645857721831,http://lattes.cnpq.br/7206645857721831,http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4739327A2,18/05/2026,https://orcid.org/0000-0003-1598-1377,"Professor do Instituto de Informática da Universidade Federal de Goiás, onde atua desde 2022 como coordenador do Programa de Pós-Graduação em Ciência da Computação (Mestrado e Doutorado), sendo membro permanente desde 2012. Desenvolve Pesquisa de Computação Aplicada no Setor Agrícola e Florestal com o uso de Técnidas de Visão Computacional e Inteligência Artificial. Também desenvolve Pesquisa Básica (Pura ou Fundamental) em Acessibilidade, IHC e Realidade Virtual. É também engajado em ações de Extensão e causas sociais. Atua na Supervisão de Professores Visitantes e Pós-Doutorandos, e na orientação de Mestrandos, Doutorandos e Iniciação Científica e em extensão.Já realizou captação de mais de 2,8 milhões de Reais em P,DI e Extensão como projetos financiados por diversas agências como CNPq, CAPES e FAPEG, que proporcionaram não só custeio e investimento de capital para a pesquisa, bem como bolsas de iniciação científica, mestrado, doutorado, pós-doutorado e professor visitante. Foi secretário regional de Goiás na SBC dentre 2012 e 2014, quando criou a Escola Regional de Informática de Goiás, que se encontra atualmente na 11a edição. Possui grande experiência internacional, tendo atuado entre Setembro de 2019 e Julho de 2021, como Computer Science Chair e Associate Professor na Southern Oregon University OR/USA. Realizou estágio pós-doutoral como Pesquisador Visitante no HCILab da University of Manitoba em Winnipeg/MB no CANADÁ, via programa Ciências Sem Fronteiras - CAPES entre fevereiro de 2014 a março de 2015. Além disso, mantém parcerias internacionais, em que tem servido como membro de bancas de doutorado, membros de comitês de programa, revisor de periódicos, além de manter um alto volume de trabalhos internacionais publicados em conferências e periódicos de grande impacto e respeito. (Texto informado pelo autor)",257281,True,False,13,scrape_results/lattes_full/20260526_212601/raw/K4739327A2_Fabr_zzio_Alphonsus_Alves_de_Melo_Nunes_Soares/full_profile.json,scrape_results/lattes_full/20260526_212601/raw/K4739327A2_Fabr_zzio_Alphonsus_Alves_de_Melo_Nunes_Soares/full_cv.html,scrape_results/lattes_full/20260526_212601/raw/K4739327A2_Fabr_zzio_Alphonsus_Alves_de_Melo_Nunes_Soares/full_cv.txt,
